id,dob,state,ela09,math09,sci09,hist09,ela10,math10,sci10,hist10
6369,11/12/2006,DE,733,705,539,313,796,615,601,288
6370,08/16/2006,AZ,741,328,492,651,722,356,486,700
6371,11/06/2006,OK,446,609,746,353,499,736,633,384
6372,02/23/2006,AR,457,432,404,772,319,412,358,694
6373,05/16/2006,NY,501,375,508,312,408,505,769,340
6374,11/21/2006,VA,679,312,438,399,606,438,479,393
6375,08/05/2006,CO,755,757,549,454,665,758,510,459
6376,05/15/2006,MN,792,755,749,348,800,730,722,301
6377,03/14/2006,FL,599,358,774,736,721,462,785,691
6378,09/26/2006,GA,561,323,777,387,429,333,682,439
6379,02/27/2006,CT,592,420,432,310,641,425,523,339
6380,10/08/2006,WI,383,464,380,674,251,550,422,688
6381,12/24/2006,NV,579,568,477,560,559,582,495,663
6382,09/16/2006,WY,405,663,453,678,370,728,455,621
6383,07/03/2006,TX,479,547,325,623,409,558,185,582
6384,06/27/2006,NH,302,629,428,557,273,568,489,537
6385,01/16/2006,AZ,783,536,655,462,746,571,638,433
6386,04/13/2006,NM,403,789,319,724,351,926,446,766
6387,03/03/2006,MT,327,713,627,695,277,610,574,665
6388,06/07/2006,NC,366,358,337,471,367,404,421,509
6389,07/06/2006,RI,483,324,724,328,449,380,687,328
6390,12/17/2006,VA,759,369,639,438,740,345,761,272
6391,02/10/2006,LA,646,695,556,304,695,595,549,436
6392,11/11/2006,WA,553,636,490,559,538,746,377,555
6393,08/29/2006,SC,431,540,497,711,363,468,455,718
6394,10/17/2006,AR,553,509,761,399,505,351,858,427
6395,12/19/2006,ND,580,568,759,450,646,499,727,521
6396,05/25/2006,CA,545,332,322,358,530,459,256,350
6397,07/12/2006,MS,729,602,757,492,746,596,706,467
6398,05/19/2006,TX,681,300,433,607,769,249,466,598
6399,02/25/2006,MS,488,421,702,596,514,407,605,562
6400,01/31/2006,NJ,418,597,382,461,402,549,392,485
6401,02/16/2006,NC,552,635,711,373,618,677,695,481
6402,10/03/2006,AR,774,349,667,483,721,297,726,534
6403,03/03/2006,WY,576,351,679,315,660,388,581,352
6404,09/19/2006,KS,397,525,532,576,427,559,623,612
6405,12/09/2006,MT,491,662,487,427,397,653,397,586
6406,12/07/2006,IA,763,408,742,761,780,364,651,756
6407,08/25/2006,DE,420,678,752,643,451,624,764,640
6408,08/19/2006,PA,599,353,325,792,638,339,476,662
6409,01/26/2006,KS,408,561,330,785,503,675,309,826
6410,08/09/2006,ND,454,770,414,600,414,879,478,548
6411,06/19/2006,NJ,318,468,393,779,353,383,404,730
6412,06/29/2006,TX,753,334,727,605,736,406,662,759
6413,02/06/2006,NE,675,706,339,443,757,629,257,459
6414,07/22/2006,LA,405,511,555,652,413,471,521,577
6415,11/25/2006,UT,344,699,683,468,338,786,756,630
6416,04/11/2006,KS,311,635,564,539,294,654,425,625
6417,12/28/2006,NV,685,437,557,650,786,434,544,588
6418,02/14/2006,MA,365,800,535,456,371,771,525,436
6419,06/06/2006,RI,348,370,346,772,368,369,512,744
6420,12/19/2006,PA,797,755,421,411,706,735,347,438
6421,10/15/2006,IN,700,740,677,388,644,734,643,396
6422,11/23/2006,DE,338,502,433,514,439,667,494,573
6423,03/14/2006,TX,307,733,566,561,336,888,467,582
6424,07/08/2006,MN,526,329,302,678,536,348,455,693
6425,11/01/2006,OK,351,643,514,692,346,589,539,709
6426,01/14/2006,OK,649,316,473,574,610,279,415,561
6427,07/03/2006,DE,521,312,663,677,598,391,704,762
6428,03/20/2006,NY,667,612,557,678,585,660,598,756
6429,09/12/2006,ME,660,751,450,439,681,661,528,514
6430,02/08/2006,ID,738,416,667,457,732,358,715,519
6431,05/13/2006,MS,708,479,327,459,705,412,262,517
6432,05/24/2006,WY,646,412,561,579,657,393,612,538
6433,09/22/2006,OR,537,312,351,579,504,346,307,562
6434,07/20/2006,NY,609,724,628,580,460,660,416,497
6435,07/07/2006,NJ,468,310,745,305,422,354,707,389
6436,11/07/2006,AK,765,605,747,432,770,608,839,428
6437,04/01/2006,LA,408,513,485,426,433,471,468,338
6438,01/08/2006,ND,658,616,605,370,680,581,592,371
6439,08/01/2006,OR,498,559,515,470,526,537,516,468
6440,10/20/2006,NC,578,371,643,553,584,391,734,666
6441,03/03/2006,MI,497,558,580,300,559,473,593,287
6442,06/13/2006,MA,517,620,765,631,447,538,741,653
6443,04/01/2006,VT,727,306,438,535,793,261,574,589
6444,04/01/2006,MS,464,725,715,309,464,723,929,228
6445,02/10/2006,AK,783,434,644,684,845,308,605,795
6446,07/29/2006,MS,606,617,628,306,653,686,563,211
6447,10/13/2006,MT,432,438,480,698,397,525,430,688
6448,01/09/2006,MI,420,533,582,722,520,406,605,836
6449,12/20/2006,MN,719,781,460,326,591,943,273,308
6450,04/11/2006,IL,731,775,794,352,701,750,809,390
6451,03/11/2006,KY,580,746,466,755,620,757,552,769
6452,03/23/2006,KY,695,735,602,543,685,699,645,501
6453,09/24/2006,WI,314,594,592,499,290,575,623,436
6454,10/10/2006,SD,339,414,567,689,367,381,546,686
6455,07/09/2006,VA,499,413,783,423,586,370,703,456
6456,04/05/2006,MT,511,692,420,575,560,620,481,541
6457,11/23/2006,ME,524,716,736,633,445,645,737,634
6458,02/08/2006,KS,539,671,621,373,579,686,576,435
6459,12/24/2006,UT,346,753,706,790,276,701,717,817
6460,03/31/2006,NE,697,417,434,369,711,380,420,449
6461,07/02/2006,ME,392,595,573,314,405,644,524,319
6462,05/14/2006,RI,577,432,565,315,570,558,632,294
6463,12/03/2006,DE,574,765,476,407,513,790,396,390
6464,08/10/2006,NV,653,472,435,553,733,497,384,539
6465,07/28/2006,KY,669,680,315,717,673,783,299,690
6466,07/03/2006,OR,680,403,615,594,774,394,578,564
6467,05/09/2006,AZ,354,765,559,439,303,806,587,476
6468,04/22/2006,UT,739,414,500,681,803,470,392,803
6469,06/30/2006,MS,688,630,304,504,702,733,223,520
6470,09/22/2006,CT,360,611,768,356,326,802,644,320
6471,03/05/2006,WY,382,332,715,404,326,292,789,463
6472,02/04/2006,OR,793,544,654,601,755,497,734,567
6473,04/25/2006,WI,677,421,704,596,608,444,662,629
6474,03/18/2006,NM,343,339,546,684,312,475,472,609
6475,11/22/2006,PA,624,760,484,769,596,740,517,700
6476,06/14/2006,HI,427,506,414,615,487,480,439,520
6477,01/06/2006,AZ,336,409,447,480,207,336,461,537
6478,10/08/2006,WY,737,536,691,723,632,646,597,683
6479,08/09/2006,ID,645,352,718,496,638,420,678,431
6480,10/09/2006,LA,715,457,421,569,759,465,406,581
6481,06/10/2006,WY,609,564,553,302,549,551,415,382
6482,04/06/2006,AL,702,370,549,544,711,313,518,601
6483,02/03/2006,LA,355,335,405,456,358,289,388,374
6484,05/19/2006,SC,696,304,443,541,659,271,404,591
6485,04/05/2006,PA,346,592,488,682,428,558,369,677
6486,07/26/2006,PA,799,720,600,470,820,794,687,410
6487,02/17/2006,NJ,339,415,555,479,299,518,535,322
6488,10/20/2006,SC,464,442,410,520,520,408,416,671
6489,03/03/2006,AL,549,586,374,524,324,453,383,566
6490,01/11/2006,GA,336,479,587,373,225,426,441,291
6491,12/27/2006,OH,447,703,770,785,448,796,767,683
6492,05/31/2006,CO,602,574,452,313,636,534,353,371
6493,04/28/2006,NC,506,548,529,391,457,568,593,442
6494,04/12/2006,DE,603,544,703,767,624,545,745,744
6495,08/08/2006,CT,551,568,409,573,556,558,356,672
6496,05/29/2006,AR,653,641,733,401,779,615,721,259
6497,02/22/2006,CO,695,709,607,353,719,611,580,396
6498,10/04/2006,AK,675,328,451,484,703,321,357,465
6499,08/16/2006,CA,449,623,498,769,542,616,532,680
6500,11/16/2006,IL,538,664,486,586,462,716,659,505
6501,11/16/2006,AR,494,359,567,686,439,314,492,617
6502,02/23/2006,SD,629,520,318,424,680,552,179,474
6503,02/22/2006,ID,692,599,365,514,721,548,337,479
6504,05/08/2006,AR,545,627,300,607,511,693,71,646
6505,10/22/2006,OR,585,507,332,334,576,423,315,313
6506,02/16/2006,ID,562,511,338,300,624,391,250,330
6507,06/05/2006,UT,485,546,488,609,462,689,520,506
6508,04/05/2006,RI,343,308,684,343,347,286,591,355
6509,07/01/2006,IL,404,483,419,395,472,358,511,388
6510,10/28/2006,OK,719,548,617,498,704,513,859,501
6511,02/03/2006,GA,486,600,419,783,479,573,411,842
6512,03/10/2006,VT,749,398,559,535,848,376,601,458
6513,05/31/2006,SD,443,496,460,488,451,486,371,500
6514,01/15/2006,FL,446,726,497,345,372,676,491,335
6515,10/13/2006,TN,481,330,662,356,403,315,742,258
6516,12/17/2006,UT,753,793,382,531,681,799,301,611
6517,05/27/2006,NM,335,315,573,341,274,473,510,418
6518,12/02/2006,WI,346,735,335,623,359,792,288,545
6519,01/13/2006,SD,752,707,505,382,698,636,477,357
6520,10/16/2006,NY,577,668,647,569,587,539,724,671
6521,07/12/2006,NJ,614,459,706,454,608,512,608,500
6522,01/14/2006,IN,793,504,387,499,704,534,521,544
6523,05/19/2006,WV,455,322,557,318,496,363,534,368
6524,06/23/2006,WA,523,385,544,386,610,370,451,235
6525,04/25/2006,LA,445,734,564,387,340,728,698,490
6526,09/30/2006,TX,616,401,576,689,668,379,683,738
6527,03/05/2006,IN,460,615,556,454,621,553,531,441
6528,04/25/2006,MS,656,375,488,546,772,324,502,549
6529,01/07/2006,CT,661,307,451,674,600,377,464,540
6530,05/05/2006,OK,394,601,537,370,514,686,546,481
6531,04/08/2006,CA,774,502,556,371,773,432,625,392
6532,03/19/2006,CO,549,636,431,547,538,605,395,499
6533,11/24/2006,VT,400,790,469,711,412,785,421,602
6534,05/02/2006,NE,799,653,465,540,786,612,305,552
6535,04/23/2006,MA,701,588,665,407,718,520,586,443
6536,03/17/2006,WY,515,739,440,688,507,881,557,813
6537,04/03/2006,WV,512,356,505,309,474,430,309,347
6538,06/07/2006,UT,500,524,310,548,418,514,224,606
6539,09/07/2006,ID,662,433,690,530,702,463,825,422
6540,10/05/2006,NJ,597,590,705,702,677,615,591,721
6541,03/30/2006,KS,797,383,382,530,720,447,282,507
6542,05/04/2006,CO,647,707,582,450,672,659,577,427
6543,10/05/2006,NV,638,764,794,393,560,852,688,370
6544,10/11/2006,OR,677,388,743,595,634,448,750,536
6545,08/05/2006,MA,524,301,601,567,554,437,519,526
6546,07/21/2006,OR,466,736,739,720,429,806,840,706
6547,02/02/2006,DE,609,731,712,445,530,766,789,459
6548,01/25/2006,WV,455,526,425,773,405,605,279,877
6549,08/08/2006,CT,613,721,306,351,539,805,245,346
6550,04/08/2006,IL,575,349,547,639,548,324,408,585
6551,08/23/2006,MT,422,469,513,730,405,562,385,736
6552,08/03/2006,MA,326,428,408,751,439,463,405,820
6553,06/11/2006,NE,703,633,660,526,684,635,647,384
6554,04/25/2006,SC,637,357,530,725,653,390,480,654
6555,07/30/2006,UT,511,446,400,624,614,287,429,600
6556,03/28/2006,TX,644,342,405,604,764,280,426,604
6557,12/17/2006,NC,653,773,747,795,651,736,914,732
6558,08/02/2006,IA,470,718,309,529,547,704,426,598
6559,02/12/2006,MT,547,735,439,573,614,741,487,503
6560,10/10/2006,NE,610,606,301,731,650,591,372,664
6561,07/13/2006,WY,712,358,662,301,675,416,609,186
6562,03/23/2006,TN,514,589,381,360,483,628,472,376
6563,03/17/2006,RI,619,578,330,684,634,490,315,655
6564,01/30/2006,MO,574,701,446,349,544,684,536,269
6565,11/30/2006,SD,361,359,722,498,402,327,894,490
6566,06/10/2006,IL,389,547,655,379,382,592,564,318
6567,05/23/2006,OR,797,394,357,508,820,353,435,603
6568,11/06/2006,IN,458,757,679,624,474,827,749,577
6569,03/17/2006,RI,751,763,401,394,848,920,341,451
6570,09/07/2006,NY,695,504,432,477,724,470,409,490
6571,02/21/2006,MT,716,331,650,320,817,356,576,385
6572,11/26/2006,LA,531,681,525,378,454,699,671,404
6573,06/16/2006,KY,484,462,417,750,563,513,426,737
6574,10/14/2006,HI,545,400,498,404,602,466,363,447
6575,09/22/2006,DE,773,736,334,629,755,695,512,760
6576,12/15/2006,CO,303,380,778,521,321,436,837,609
6577,02/21/2006,OK,384,763,570,514,390,866,666,526
6578,02/22/2006,RI,480,441,329,753,555,586,368,633
6579,05/30/2006,HI,320,458,643,338,456,379,498,183
6580,04/16/2006,MA,355,683,528,498,407,613,396,488
6581,04/18/2006,MS,667,533,645,661,778,654,675,632
6582,03/17/2006,NJ,461,520,388,746,438,535,329,637
6583,05/21/2006,NH,305,688,422,358,391,703,449,323
6584,04/11/2006,WI,684,475,691,491,705,459,712,447
6585,01/18/2006,SC,407,723,335,775,347,632,317,916
6586,11/07/2006,PA,453,425,417,306,422,491,383,383
6587,11/15/2006,ME,349,598,638,393,439,604,530,381
6588,07/31/2006,MA,757,402,691,765,674,490,600,732
6589,12/28/2006,RI,543,635,347,791,568,516,409,773
6590,07/30/2006,AL,765,744,722,408,765,584,774,374
6591,09/17/2006,ME,534,693,433,694,506,686,459,702
6592,02/05/2006,PA,607,616,611,567,631,477,665,553
6593,04/10/2006,NH,667,799,521,450,682,671,482,486
6594,10/12/2006,IN,338,750,472,531,269,919,557,563
6595,03/18/2006,AL,368,638,723,360,373,589,636,359
6596,05/28/2006,MD,326,577,311,464,326,614,347,389
6597,05/14/2006,FL,799,557,369,682,703,456,512,653
6598,11/17/2006,WA,681,397,738,551,684,314,694,522
6599,05/19/2006,MO,330,430,690,367,306,451,768,446
6600,01/23/2006,AZ,626,709,651,401,623,713,743,325
6601,08/14/2006,AZ,535,329,717,681,476,252,671,655
6602,11/25/2006,UT,590,652,487,455,719,513,549,390
6603,04/11/2006,SC,482,771,508,742,444,884,587,759
6604,10/01/2006,IL,367,776,709,468,392,879,766,550
6605,08/19/2006,AK,404,304,658,680,388,321,600,575
6606,06/28/2006,KY,442,594,387,482,460,495,242,504
6607,11/28/2006,NC,591,330,620,774,607,316,688,729
6608,01/10/2006,NH,764,589,372,340,751,539,315,323
6609,04/08/2006,MA,474,619,743,610,427,602,745,751
6610,10/29/2006,MI,707,486,574,556,770,596,513,517
6611,07/31/2006,MI,342,579,494,600,324,496,435,696
6612,01/27/2006,CT,560,378,483,595,464,446,366,519
6613,01/14/2006,WY,493,780,508,635,491,916,557,713
6614,07/25/2006,AK,770,484,450,616,735,423,527,592
6615,11/07/2006,MO,438,628,775,711,407,694,753,673
6616,04/19/2006,CT,795,642,516,797,711,616,494,924
6617,04/10/2006,NC,589,538,516,342,646,575,453,302
6618,08/03/2006,GA,361,629,660,461,387,481,651,447
6619,04/26/2006,KS,721,515,735,735,709,446,892,783
6620,09/29/2006,NH,516,389,592,516,549,393,600,430
6621,03/29/2006,NC,614,676,524,394,598,721,562,336
6622,08/23/2006,AZ,478,569,555,431,482,552,655,349
6623,05/12/2006,DE,578,747,702,364,535,740,750,308
6624,11/02/2006,AL,694,689,376,678,602,724,500,691
6625,04/22/2006,RI,446,701,654,684,439,607,738,698
6626,08/12/2006,ME,651,676,732,522,694,724,731,609
6627,12/06/2006,TX,624,678,647,304,598,843,569,262
6628,03/01/2006,RI,506,766,499,775,426,747,518,919
6629,04/09/2006,IN,534,520,784,773,591,550,725,827
6630,11/01/2006,VA,683,642,475,638,696,582,477,702
6631,02/22/2006,RI,360,742,568,442,499,683,675,469
6632,04/23/2006,MA,656,798,695,325,731,832,605,256
6633,11/07/2006,LA,471,696,645,501,452,757,667,534
6634,06/26/2006,KY,405,743,417,423,371,852,516,336
6635,09/23/2006,IL,311,303,593,777,331,344,610,949
6636,12/20/2006,NE,729,480,354,564,620,440,498,546
6637,09/10/2006,HI,533,745,436,451,497,861,404,450
6638,07/06/2006,MI,530,357,691,552,640,455,831,528
6639,06/13/2006,GA,565,310,797,765,652,173,750,795
6640,04/03/2006,PA,423,703,668,329,416,638,704,352
6641,12/01/2006,KS,712,601,394,785,708,665,353,899
6642,10/12/2006,VT,701,583,497,765,733,466,453,811
6643,10/07/2006,VT,545,411,446,720,644,330,444,735
6644,12/26/2006,NC,471,518,705,624,420,484,618,531
6645,11/22/2006,NE,320,312,582,559,228,473,391,505
6646,12/25/2006,KS,755,553,314,478,732,648,366,442
6647,07/16/2006,PA,465,637,359,434,445,665,385,513
6648,02/20/2006,AR,726,345,382,523,639,404,361,430
6649,11/26/2006,WI,493,799,487,497,512,868,596,543
6650,07/16/2006,MD,722,415,764,580,712,480,733,511
6651,08/22/2006,KS,581,413,767,694,577,451,661,654
6652,12/01/2006,NY,327,457,365,430,196,500,408,535
6653,04/18/2006,WV,732,428,347,699,741,562,279,664
6654,10/18/2006,ID,763,308,379,538,666,334,411,648
6655,01/26/2006,MO,755,301,433,639,798,316,408,727
6656,07/01/2006,WV,544,694,506,752,505,749,539,617
6657,05/12/2006,AR,450,621,765,624,402,684,732,477
6658,06/25/2006,IA,502,405,684,744,435,380,597,820
6659,05/10/2006,OH,407,497,653,503,373,406,820,584
6660,04/17/2006,IA,510,730,528,383,450,818,466,308
6661,03/21/2006,IL,609,664,710,692,623,619,586,654
6662,02/05/2006,WV,478,497,755,518,407,543,654,483
6663,06/29/2006,NC,732,400,317,572,730,491,446,650
6664,10/02/2006,NC,675,751,318,375,541,699,315,322
6665,07/23/2006,IA,334,657,403,492,376,565,405,612
6666,12/17/2006,VA,794,349,569,310,665,463,690,258
6667,02/15/2006,DE,519,332,620,322,494,299,494,284
6668,01/10/2006,DE,633,344,370,660,649,427,310,703
6669,02/08/2006,MA,429,669,399,631,412,679,316,628
6670,09/20/2006,MO,651,714,341,711,620,627,422,706
6671,05/31/2006,LA,675,757,315,641,642,733,287,634
6672,05/25/2006,MT,670,723,466,511,465,886,438,426
6673,07/01/2006,PA,640,430,736,423,504,364,710,473
6674,02/03/2006,CA,448,656,649,733,417,606,605,801
6675,03/24/2006,AL,681,534,559,498,796,470,538,407
6676,07/05/2006,CT,539,543,591,779,508,499,536,890
6677,02/10/2006,CA,516,746,436,325,474,863,395,332
6678,06/05/2006,WY,366,354,321,318,438,311,419,264
6679,01/06/2006,OR,595,341,562,749,560,299,627,748
6680,07/09/2006,AR,792,540,561,320,863,547,649,379
6681,05/08/2006,IN,771,426,760,622,754,431,710,594
6682,05/26/2006,ND,552,651,384,548,606,633,327,582
6683,02/03/2006,AZ,371,584,478,700,364,629,519,706
6684,04/26/2006,ME,616,305,751,470,684,243,789,452
6685,03/13/2006,NM,493,325,624,414,537,292,695,445
6686,11/22/2006,SC,694,731,409,746,646,783,418,768
6687,03/08/2006,NE,669,520,466,413,666,527,495,384
6688,04/09/2006,NJ,378,640,610,381,468,633,598,317
6689,08/30/2006,AZ,775,606,380,303,745,612,392,283
6690,05/15/2006,NE,381,359,757,567,397,418,758,505
6691,03/05/2006,MN,438,314,496,380,447,214,446,408
6692,08/27/2006,MI,425,554,743,410,498,537,666,436
6693,01/04/2006,NM,719,656,567,633,726,665,518,720
6694,07/26/2006,MI,641,527,323,333,674,447,384,328
6695,12/26/2006,VA,718,537,394,777,698,531,434,760
6696,07/27/2006,KS,744,630,737,487,756,613,643,480
6697,03/25/2006,NY,335,724,412,370,252,699,465,338
6698,05/13/2006,WA,796,467,367,515,773,523,323,483
6699,06/26/2006,AR,776,735,740,741,800,815,604,778
6700,06/08/2006,TX,652,725,769,758,675,708,633,699
6701,11/14/2006,AR,720,611,427,340,712,554,488,277
6702,09/02/2006,NC,637,512,328,425,684,555,270,399
6703,02/16/2006,MT,491,638,669,786,604,767,760,900
6704,08/26/2006,AR,696,671,780,720,741,618,848,705
6705,08/31/2006,NY,307,339,331,607,319,434,300,643
6706,11/27/2006,NY,519,797,448,656,428,769,406,628
6707,11/03/2006,SC,336,373,653,363,416,415,601,320
6708,09/30/2006,VA,674,354,576,563,783,392,558,508
6709,01/30/2006,KY,794,666,530,307,775,646,590,278
6710,01/26/2006,OH,563,574,357,419,494,572,406,399
6711,12/12/2006,MO,705,636,371,488,678,733,406,456
6712,03/21/2006,VT,578,303,658,797,561,282,655,860
6713,02/21/2006,AK,773,471,569,758,762,541,392,777
6714,04/07/2006,HI,551,467,601,604,484,483,500,712
6715,12/11/2006,SC,563,549,320,675,532,530,387,615
6716,09/26/2006,OK,631,672,460,345,666,661,480,392
6717,07/13/2006,KS,658,479,355,730,705,431,365,699
6718,07/23/2006,WV,405,536,678,554,384,704,798,686
6719,04/25/2006,CO,568,701,688,437,739,723,897,386
6720,05/23/2006,VA,563,417,459,767,537,398,401,764
6721,06/12/2006,WV,375,526,403,721,335,472,390,824
6722,02/01/2006,NC,456,308,487,735,521,370,568,844
6723,02/27/2006,AK,369,788,394,424,356,753,418,453
6724,01/10/2006,SD,765,363,420,676,651,380,405,644
6725,08/01/2006,CA,562,582,316,639,526,555,317,725
6726,04/23/2006,PA,355,595,403,394,320,665,362,399
6727,10/03/2006,IN,308,446,582,491,250,455,589,587
6728,01/04/2006,MN,731,641,556,760,734,575,504,716
6729,03/31/2006,ND,512,628,754,467,592,708,753,564
6730,08/05/2006,SD,593,549,460,725,526,617,327,728
6731,04/17/2006,NV,428,758,421,431,471,753,321,528
6732,01/03/2006,NJ,711,779,627,606,732,719,661,629
6733,08/14/2006,CT,690,307,518,359,784,403,525,237
6734,07/24/2006,TX,522,357,625,357,475,361,524,362
6735,08/12/2006,NY,589,430,412,386,543,549,413,374
6736,10/03/2006,PA,497,626,615,473,543,656,623,425
6737,01/23/2006,TN,543,514,587,531,513,585,614,560
6738,11/09/2006,TN,691,799,443,479,697,723,431,480
6739,09/20/2006,NC,698,621,467,539,693,673,294,507
6740,10/02/2006,RI,793,630,463,692,722,676,345,729
6741,01/01/2006,OR,500,554,713,677,499,561,751,744
6742,04/19/2006,NY,596,646,587,603,631,689,526,633
6743,07/17/2006,NH,572,729,713,776,583,643,814,829
6744,01/07/2006,SD,614,719,706,534,720,621,628,605
6745,08/24/2006,IL,334,405,485,771,264,385,420,762
6746,02/16/2006,HI,460,609,735,631,461,529,823,567
6747,05/19/2006,FL,784,707,464,368,820,777,398,434
6748,09/24/2006,MA,719,591,598,637,752,610,467,697
6749,04/26/2006,WY,669,449,336,787,671,382,434,871
6750,06/28/2006,IL,416,551,481,477,439,518,525,452
6751,08/18/2006,SC,480,522,614,432,561,518,658,453
6752,08/30/2006,NE,566,455,662,513,659,449,536,630
6753,12/25/2006,IL,615,378,481,505,557,412,397,598
6754,12/25/2006,IA,317,467,619,618,192,389,610,567
6755,03/20/2006,UT,770,756,493,571,685,744,338,650
6756,09/07/2006,NV,800,510,784,654,720,461,709,669
6757,08/02/2006,PA,572,361,316,364,481,414,418,373
6758,01/17/2006,MI,514,550,408,800,573,571,398,756
6759,07/05/2006,RI,671,421,319,506,582,337,327,436
6760,08/09/2006,VA,694,455,304,367,645,516,184,353
6761,02/15/2006,MA,431,508,568,492,372,549,497,471
6762,03/15/2006,GA,464,611,401,378,374,682,233,338
6763,03/09/2006,AZ,715,787,359,506,803,890,438,454
6764,06/02/2006,CA,592,789,439,664,609,624,349,718
6765,07/02/2006,WA,438,559,517,321,434,535,551,330
6766,01/12/2006,MN,382,466,628,312,277,494,512,310
6767,09/21/2006,KY,389,657,478,667,325,671,517,729
6768,08/12/2006,AR,734,514,438,548,634,675,459,566
6769,12/05/2006,IN,329,596,590,611,392,520,536,501
6770,03/02/2006,NE,563,514,743,443,605,422,862,438
6771,04/18/2006,DE,794,314,742,423,782,414,828,512
6772,03/10/2006,CA,422,732,558,636,468,811,535,555
6773,03/11/2006,LA,370,412,782,450,483,466,819,507
6774,05/09/2006,MD,737,687,474,534,715,679,504,582
6775,03/04/2006,UT,640,665,778,520,604,733,726,560
6776,01/10/2006,ND,668,478,725,597,705,463,794,659
6777,08/04/2006,FL,302,721,709,557,407,585,619,508
6778,01/17/2006,ND,767,628,311,665,814,668,293,645
6779,07/27/2006,DE,653,695,392,301,627,626,415,359
6780,03/06/2006,MO,362,756,376,394,283,789,273,358
6781,06/07/2006,WI,513,606,544,621,411,543,671,624
6782,08/16/2006,MI,361,332,362,753,385,429,388,598
6783,04/23/2006,MD,638,319,395,763,671,397,352,875
6784,09/19/2006,NY,308,518,484,683,288,598,562,745
6785,01/22/2006,NV,464,773,505,406,442,682,647,526
6786,12/06/2006,MA,447,572,414,597,452,652,461,628
6787,03/06/2006,CT,717,455,642,430,675,466,694,446
6788,04/10/2006,DE,320,666,437,477,300,772,420,459
6789,08/11/2006,AZ,466,327,395,676,470,406,307,676
6790,11/18/2006,MO,759,707,693,364,772,530,592,330
6791,07/29/2006,AZ,414,681,667,656,419,669,571,635
6792,11/12/2006,NE,408,539,487,773,417,590,535,839
6793,10/26/2006,WI,793,354,483,551,779,373,390,497
6794,02/18/2006,IL,662,363,519,775,602,261,530,802
6795,01/15/2006,CA,592,396,669,607,484,263,656,651
6796,05/07/2006,NJ,315,435,720,473,212,527,629,497
6797,04/06/2006,ME,730,528,665,470,762,572,548,475
6798,08/20/2006,WY,312,477,628,595,280,485,655,561
6799,11/07/2006,LA,391,454,395,596,355,395,471,613
6800,04/06/2006,RI,526,336,359,382,455,276,385,458
6801,08/06/2006,AZ,317,765,580,789,300,822,533,756
6802,01/27/2006,WV,618,615,721,474,676,626,747,535
6803,04/27/2006,MD,483,635,489,578,484,770,494,607
6804,04/16/2006,AZ,546,546,629,679,545,702,709,760
6805,08/01/2006,NJ,300,747,727,607,248,737,713,574
6806,02/12/2006,VA,395,641,328,479,375,654,238,602
6807,11/07/2006,SC,507,379,396,464,422,458,366,440
6808,02/27/2006,OH,533,563,583,378,604,516,603,349
6809,08/13/2006,IL,635,748,410,555,624,821,365,644
6810,03/23/2006,MI,505,400,476,676,500,404,321,621
6811,02/18/2006,NH,452,502,716,439,471,485,678,438
6812,01/29/2006,WY,327,476,726,618,328,376,782,615
6813,05/06/2006,CO,668,660,399,697,746,643,348,754
6814,01/11/2006,NM,429,782,485,358,445,755,358,381
6815,11/01/2006,AZ,339,439,404,450,326,437,426,399
6816,03/08/2006,MS,355,437,607,594,437,589,629,554
6817,12/04/2006,NH,374,663,697,623,298,604,638,746
6818,05/19/2006,AZ,602,361,785,711,532,373,705,762
6819,02/04/2006,NE,573,363,365,416,618,197,366,469
6820,12/05/2006,MN,514,491,321,344,580,390,187,357
6821,09/09/2006,AK,786,615,647,667,775,587,712,601
6822,07/09/2006,CA,668,489,397,729,648,541,425,567
6823,09/25/2006,IL,337,367,645,447,337,476,686,317
6824,03/28/2006,MI,448,365,743,441,468,324,826,426
6825,08/01/2006,OH,429,359,562,412,448,293,480,458
6826,01/10/2006,VT,448,312,447,359,381,352,466,310
6827,01/04/2006,IN,681,578,573,374,612,573,666,376
6828,10/21/2006,MS,506,547,525,378,646,577,464,348
6829,03/27/2006,OR,495,699,306,385,466,661,484,468
6830,01/13/2006,HI,482,537,764,754,528,416,660,778
6831,11/18/2006,MI,604,385,416,677,605,376,415,727
6832,06/16/2006,NJ,690,416,772,615,641,377,808,668
6833,07/21/2006,NV,526,346,437,405,427,321,542,266
6834,01/07/2006,CO,355,579,399,685,342,455,429,736
6835,12/02/2006,RI,344,314,791,511,399,373,1001,469
6836,06/03/2006,KY,334,626,790,350,411,586,576,367
6837,10/07/2006,AL,640,463,325,537,538,482,444,558
6838,12/04/2006,IA,484,708,417,385,487,699,533,374
6839,05/06/2006,LA,556,396,579,712,530,307,690,774
6840,05/16/2006,NV,636,733,686,712,669,690,593,719
6841,01/28/2006,OH,791,778,750,609,768,798,705,510
6842,06/07/2006,NE,735,346,361,318,776,326,345,332
6843,01/08/2006,NC,433,445,426,484,446,514,422,548
6844,08/26/2006,AL,630,632,747,553,673,616,794,469
6845,09/05/2006,SC,466,433,470,346,401,586,583,250
6846,11/05/2006,AL,636,720,403,342,604,680,413,341
6847,12/09/2006,TN,388,680,722,495,480,742,946,486
6848,03/04/2006,ND,424,755,355,530,456,658,365,518
